product_category,product_name,github_link,sample_language
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/dlp/src/list_jobs.php,PHP
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/jobs/v3/api_client/base_company_sample.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/jobs/v3/api_client/base_job_sample.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v3/howto/basic_company_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/talent/snippet/job_search_create_client_event.js,JavaScript
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/talent/snippet/job_search_delete_company.js,JavaScript
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v4/howto/delete_job_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/JobSearchCreateJob.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v3/howto/location_based_search_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v4/howto/custom_ranking_search.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/dlp/snippets/jobs/delete.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v3/howto/auto_complete_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v3/howto/email_alert_search_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/jobs/v3/api_client/custom_attribute_sample.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/talent/snippet/job_search_histogram_search.js,JavaScript
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/jobs/V3/custom_attribute_sample.rb,Ruby
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v4/howto/create_job_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/talent/snippets/src/main/java/com/example/jobs/JobSearchCreateJob.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/media/transcoder/src/main/java/com/example/transcoder/ListJobs.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/jobs/V3/basic_company_sample.rb,Ruby
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/jobs/V3/commute_search_sample.rb,Ruby
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/talent/snippet/job_search_create_job.js,JavaScript
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/talent/snippets/src/main/java/com/example/jobs/JobSearchCreateJobCustomAttributes.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/JobSearchGetTenant.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/jobs/V3/featured_job_sample.rb,Ruby
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/dlp/snippets/jobs/get.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v4/howto/get_company_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/talent/job_search_create_tenant.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/talent/job_search_delete_company.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/jobs/V3/location_search_sample.rb,Ruby
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/JobSearchDeleteCompany.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/JobSearchGetJob.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v3/howto/featured_job_search_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/jobs/V3/filter_search_sample.rb,Ruby
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/talent/snippets/src/main/java/com/example/jobs/JobSearchAutoCompleteJobTitle.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/talent/snippets/src/main/java/com/example/jobs/JobSearchGetCompany.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/jobs/V3/quickstart.rb,Ruby
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v4/howto/list_job_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v3/src/main/java/com/google/samples/AutoCompleteSample.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/talent/snippet/job_search_get_job.js,JavaScript
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/JobSearchCreateClientEvent.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/dlp/listJobs.js,JavaScript
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/jobs/v3/api_client/location_search_sample.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/dlp/snippets/src/main/java/dlp/snippets/JobsCreate.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v3/src/main/java/com/google/samples/FeaturedJobsSearchSample.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/media/transcoder/api/Transcoder.Samples/GetJobState.cs,C#
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/talent/snippets/src/main/java/com/example/jobs/JobSearchListCompanies.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/jobs/v3/api_client/general_search_sample.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/JobSearchListCompanies.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/jobs/V3/email_alert_search_sample.rb,Ruby
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/jobs/V3/histogram_sample.rb,Ruby
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/dlp/snippets/jobs/list.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v3/howto/basic_job_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v3/src/main/java/com/google/samples/BasicCompanySample.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v4/howto/list_company_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/talent/snippets/src/main/java/com/example/jobs/CustomRankingSearchJobs.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/dlp/api/Snippets/JobsList.cs,C#
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/media/transcoder/getJobState.js,JavaScript
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/talent/snippets/src/main/java/com/example/jobs/JobSearchGetJob.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/talent/snippet/job_search_commute_search.js,JavaScript
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v3/src/main/java/com/google/samples/GeneralSearchSample.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/JobSearchDeleteJob.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/talent/job_search_autocomplete_job_title.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v3/src/main/java/com/google/samples/BasicJobSample.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/talent/snippet/job_search_get_tenant.js,JavaScript
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/talent/job_search_list_tenants.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/talent/snippets/src/main/java/com/example/jobs/HistogramSearchJobs.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/JobSearchListTenants.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/talent/snippet/job_search_list_tenants.js,JavaScript
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v3/howto/histogram_search_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v3/quickstart/main.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/talent/job_search_delete_job.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/CommuteSearchJobs.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/video/transcoder/list_jobs.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v4/howto/auto_complete_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/JobSearchListJobs.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/dlp/snippets/jobs/create.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v3/src/main/java/com/google/samples/CommuteSearchSample.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/jobs/v4/src/main/java/com/example/jobs/JobSearchCreateJobCustomAttributes.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/talent/snippets/src/main/java/com/example/jobs/JobSearchListJobs.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/talent/snippets/src/main/java/com/example/jobs/JobSearchListTenants.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/jobs/v3/api_client/histogram_sample.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v3/howto/general_search_sample.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/dlp/snippets/src/main/java/dlp/snippets/JobsDelete.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/dlp/snippets/src/main/java/dlp/snippets/JobsList.java,Java
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/talent/job_search_list_jobs.py,Python
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/jobs/v4/howto/basic_client_event.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/background/src/main/java/com/getstarted/background/functions/TranslateServlet.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_translate_text.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/automl/snippets/translate_create_model.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/DeleteGlossary.java,Java
AI and ML,Translation,https://github.com/googleapis/google-cloud-java/blob/main/google-cloud-examples/src/main/java/com/google/cloud/examples/translate/snippets/TranslateSnippetsBeta.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/background/src/main/java/com/getstarted/background/objects/TranslateAttributes.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/v3/list_glossaries.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/functions/v2/ocr/ocr-process-image/src/main/java/functions/OcrTranslateApiMessage.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/TranslateTextWithGlossary.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/automl/translate/automlTranslateCreateDataset.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/automl/translate_predict.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_batch_translate_text_beta.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/list_languages.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_batch_translate_text_with_glossary_and_model.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_create_glossary.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_translate_document.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_get_supported_languages_for_target.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/functions/v2/ocr/ocr-translate-text/src/main/java/functions/OcrTranslateText.java,Java
AI and ML,Translation,https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-translate/samples/quickstart.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/mediatranslation/quickstart.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/functions/v2/ocr/ocr-translate-text/src/main/java/functions/OcrTranslateApiMessage.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/list_codes.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/hybrid_glossaries/hybrid_tutorial.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/GetSupportedLanguagesForTarget.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_batch_translate_document.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/hybridGlossaries.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_translate_text_with_glossary.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/bigquery/remote-function/translate/main.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_get_supported_languages_for_target.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/mediatranslation/translate_from_mic.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_list_language_names_beta.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3_detect_language.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/v3/get_glossary.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_list_codes_beta.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3_batch_translate_text_with_glossary.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/ListGlossaries.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_list_glossary_beta.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/v3/batch_translate_text.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/automl/src/main/java/com/example/automl/TranslatePredict.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/BatchTranslateTextWithModel.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/automl/snippets/translate_predict.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/snippets.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/functions/ocr/ocr-process-image/src/main/java/functions/OcrTranslateApiMessage.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/mediatranslation/src/main/java/com/example/mediatranslation/TranslateFromMic.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_translate_text_with_glossary_beta.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/quickstart.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_translate_text_with_glossary_and_model.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/v3/translate_text_with_model.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_batch_translate_text_with_model.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_translate_text_with_model.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/getting-started-dotnet/blob/main/BackgroundProcessing/TranslateWorker/Startup.cs,C#
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_create_glossary.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_get_supported_languages.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_get_supported_languages.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/automl/translate_create_dataset.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/translate.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_detect_language_beta.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/v3/delete_glossary.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/media-translation/snippets/translate_from_mic.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/automl/src/main/java/com/example/automl/TranslateCreateModel.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/TranslateText.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/translate_with_model.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/automl/translate_create_model.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/generative-ai/snippets/gemini-translate.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/getting-started/background/translate.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_translate_text_with_model_beta.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_detect_language.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3_list_glossary.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/background/src/main/java/com/getstarted/background/objects/TranslateMessage.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/automl/translate/automlTranslatePredict.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_delete_glossary.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/GetSupportedLanguages.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3_translate_text_with_model.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-getting-started/blob/main/background/function/translate.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/snippets/snippet.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/v3/translate_text_with_glossary.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/BatchTranslateText.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3_delete_glossary.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/model.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/v3/batch_translate_text_with_glossary.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/v3/detect_language.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3_create_glossary.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3_get_supported_languages_with_target.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3beta1_translate_document.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/functions/ocr/ocr-translate-text/src/main/java/functions/OcrTranslateText.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/BatchTranslateTextWithGlossary.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_get_glossary_beta.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_batch_translate_text_with_glossary_and_model.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_translate_text_with_model.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_get_glossary.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_batch_translate_text_with_glossary.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3_batch_translate_text.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_translate_text_with_glossary.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/automl/translate/dataset_create.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/v3/get_supported_languages_for_target.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/vertexai/snippets/gemini_translate.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/automl/src/main/java/com/example/automl/TranslateCreateDataset.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_batch_translate_text_with_glossary.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/translate/samples/snippets/translate_v3_get_supported_languages.py,Python
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/functions/v2/ocr/ocr-save-result/src/main/java/functions/OcrTranslateApiMessage.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/automl/translate/automlTranslateCreateModel.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/getting-started-dotnet/blob/main/BackgroundProcessing/TranslateUI/Controllers/HomeController.cs,C#
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/translate/detect.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/DetectLanguage.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_batch_translate_text.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_create_glossary_beta.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3/translate_list_language_names.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/functions/functionsv2/ocr/app/translate.go,Go
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/functions/ocr/ocr-translate-text/src/main/java/functions/OcrTranslateApiMessage.java,Java
AI and ML,Translation,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/translate/src/main/java/com/example/translate/BatchTranslateTextWithGlossaryAndModel.java,Java
